state,series_id,year,month,period,period_name,employment_rate,date
Florida,LAUST120000000000007,2022,6,M06,June,57.1,2022-06-01
Florida,LAUST120000000000007,2022,7,M07,July,57.1,2022-07-01
Florida,LAUST120000000000007,2022,8,M08,August,57.2,2022-08-01
Florida,LAUST120000000000007,2022,9,M09,September,57.4,2022-09-01
Florida,LAUST120000000000007,2022,10,M10,October,57.4,2022-10-01
Florida,LAUST120000000000007,2022,11,M11,November,56.9,2022-11-01
Florida,LAUST120000000000007,2022,12,M12,December,57.2,2022-12-01
Florida,LAUST120000000000007,2023,1,M01,January,57.0,2023-01-01
Florida,LAUST120000000000007,2023,2,M02,February,57.4,2023-02-01
Florida,LAUST120000000000007,2023,3,M03,March,57.6,2023-03-01
Florida,LAUST120000000000007,2023,4,M04,April,57.7,2023-04-01
Florida,LAUST120000000000007,2023,5,M05,May,57.5,2023-05-01
Florida,LAUST120000000000007,2023,6,M06,June,57.5,2023-06-01
Florida,LAUST120000000000007,2023,7,M07,July,57.5,2023-07-01
Florida,LAUST120000000000007,2023,8,M08,August,57.4,2023-08-01
Florida,LAUST120000000000007,2023,9,M09,September,57.5,2023-09-01
Florida,LAUST120000000000007,2023,10,M10,October,57.4,2023-10-01
Florida,LAUST120000000000007,2023,11,M11,November,57.2,2023-11-01
Florida,LAUST120000000000007,2023,12,M12,December,56.9,2023-12-01
Florida,LAUST120000000000007,2024,1,M01,January,56.7,2024-01-01
Florida,LAUST120000000000007,2024,2,M02,February,56.8,2024-02-01
Florida,LAUST120000000000007,2024,3,M03,March,56.9,2024-03-01
Florida,LAUST120000000000007,2024,4,M04,April,56.9,2024-04-01
Florida,LAUST120000000000007,2024,5,M05,May,56.7,2024-05-01
Florida,LAUST120000000000007,2024,6,M06,June,56.6,2024-06-01
Florida,LAUST120000000000007,2024,7,M07,July,56.4,2024-07-01
Florida,LAUST120000000000007,2024,8,M08,August,56.4,2024-08-01
Florida,LAUST120000000000007,2024,9,M09,September,56.6,2024-09-01
Florida,LAUST120000000000007,2024,10,M10,October,56.3,2024-10-01
Florida,LAUST120000000000007,2024,11,M11,November,55.9,2024-11-01
Florida,LAUST120000000000007,2024,12,M12,December,56.0,2024-12-01
Florida,LAUST120000000000007,2025,1,M01,January,56.0,2025-01-01
Florida,LAUST120000000000007,2025,2,M02,February,55.8,2025-02-01
Florida,LAUST120000000000007,2025,3,M03,March,55.9,2025-03-01
Florida,LAUST120000000000007,2025,4,M04,April,55.9,2025-04-01
Florida,LAUST120000000000007,2025,5,M05,May,55.7,2025-05-01
Florida,LAUST120000000000007,2025,6,M06,June,55.5,2025-06-01
Florida,LAUST120000000000007,2025,7,M07,July,55.7,2025-07-01
Florida,LAUST120000000000007,2025,8,M08,August,55.3,2025-08-01
Florida,LAUST120000000000007,2025,9,M09,September,55.4,2025-09-01
Florida,LAUST120000000000007,2025,10,M10,October,,2025-10-01
Florida,LAUST120000000000007,2025,11,M11,November,54.7,2025-11-01
Florida,LAUST120000000000007,2025,12,M12,December,54.9,2025-12-01
Georgia,LAUST130000000000007,2022,1,M01,January,59.8,2022-01-01
Georgia,LAUST130000000000007,2022,2,M02,February,60.1,2022-02-01
Georgia,LAUST130000000000007,2022,3,M03,March,60.3,2022-03-01
Georgia,LAUST130000000000007,2022,4,M04,April,60.0,2022-04-01
Georgia,LAUST130000000000007,2022,5,M05,May,59.9,2022-05-01
Georgia,LAUST130000000000007,2022,6,M06,June,59.7,2022-06-01
Georgia,LAUST130000000000007,2022,7,M07,July,59.6,2022-07-01
Georgia,LAUST130000000000007,2022,8,M08,August,59.2,2022-08-01
Georgia,LAUST130000000000007,2022,9,M09,September,59.7,2022-09-01
Georgia,LAUST130000000000007,2022,10,M10,October,59.6,2022-10-01
Georgia,LAUST130000000000007,2022,11,M11,November,59.6,2022-11-01
Georgia,LAUST130000000000007,2022,12,M12,December,59.7,2022-12-01
Georgia,LAUST130000000000007,2023,1,M01,January,59.6,2023-01-01
Georgia,LAUST130000000000007,2023,2,M02,February,59.9,2023-02-01
Georgia,LAUST130000000000007,2023,3,M03,March,60.2,2023-03-01
Georgia,LAUST130000000000007,2023,4,M04,April,60.1,2023-04-01
Georgia,LAUST130000000000007,2023,5,M05,May,59.8,2023-05-01
Georgia,LAUST130000000000007,2023,6,M06,June,59.7,2023-06-01
Georgia,LAUST130000000000007,2023,7,M07,July,59.9,2023-07-01
Georgia,LAUST130000000000007,2023,8,M08,August,59.5,2023-08-01
Georgia,LAUST130000000000007,2023,9,M09,September,60.0,2023-09-01
Georgia,LAUST130000000000007,2023,10,M10,October,59.8,2023-10-01
Georgia,LAUST130000000000007,2023,11,M11,November,60.1,2023-11-01
Georgia,LAUST130000000000007,2023,12,M12,December,59.7,2023-12-01
Georgia,LAUST130000000000007,2024,1,M01,January,59.6,2024-01-01
Georgia,LAUST130000000000007,2024,2,M02,February,59.8,2024-02-01
Georgia,LAUST130000000000007,2024,3,M03,March,60.0,2024-03-01
Georgia,LAUST130000000000007,2024,4,M04,April,59.9,2024-04-01
Georgia,LAUST130000000000007,2024,5,M05,May,59.6,2024-05-01
Georgia,LAUST130000000000007,2024,6,M06,June,59.4,2024-06-01
Georgia,LAUST130000000000007,2024,7,M07,July,59.4,2024-07-01
Georgia,LAUST130000000000007,2024,8,M08,August,58.9,2024-08-01
Georgia,LAUST130000000000007,2024,9,M09,September,59.5,2024-09-01
Georgia,LAUST130000000000007,2024,10,M10,October,59.3,2024-10-01
Georgia,LAUST130000000000007,2024,11,M11,November,59.1,2024-11-01
Georgia,LAUST130000000000007,2024,12,M12,December,59.0,2024-12-01
Georgia,LAUST130000000000007,2025,1,M01,January,58.8,2025-01-01
Georgia,LAUST130000000000007,2025,2,M02,February,58.5,2025-02-01
Georgia,LAUST130000000000007,2025,3,M03,March,58.9,2025-03-01
Georgia,LAUST130000000000007,2025,4,M04,April,58.9,2025-04-01
Georgia,LAUST130000000000007,2025,5,M05,May,58.5,2025-05-01
Georgia,LAUST130000000000007,2025,6,M06,June,58.6,2025-06-01
Georgia,LAUST130000000000007,2025,7,M07,July,58.5,2025-07-01
Georgia,LAUST130000000000007,2025,8,M08,August,58.3,2025-08-01
Georgia,LAUST130000000000007,2025,9,M09,September,58.8,2025-09-01
Georgia,LAUST130000000000007,2025,10,M10,October,,2025-10-01
Georgia,LAUST130000000000007,2025,11,M11,November,58.4,2025-11-01
Georgia,LAUST130000000000007,2025,12,M12,December,58.9,2025-12-01
Hawaii,LAUST150000000000007,2022,1,M01,January,57.5,2022-01-01
Hawaii,LAUST150000000000007,2022,2,M02,February,57.6,2022-02-01
Hawaii,LAUST150000000000007,2022,3,M03,March,57.9,2022-03-01
Hawaii,LAUST150000000000007,2022,4,M04,April,57.8,2022-04-01
Hawaii,LAUST150000000000007,2022,5,M05,May,57.9,2022-05-01
Hawaii,LAUST150000000000007,2022,6,M06,June,57.7,2022-06-01
Hawaii,LAUST150000000000007,2022,7,M07,July,58.1,2022-07-01
Hawaii,LAUST150000000000007,2022,8,M08,August,58.0,2022-08-01
Hawaii,LAUST150000000000007,2022,9,M09,September,57.8,2022-09-01
Hawaii,LAUST150000000000007,2022,10,M10,October,57.9,2022-10-01
Hawaii,LAUST150000000000007,2022,11,M11,November,57.9,2022-11-01
Hawaii,LAUST150000000000007,2022,12,M12,December,58.2,2022-12-01
Hawaii,LAUST150000000000007,2023,1,M01,January,58.3,2023-01-01
Hawaii,LAUST150000000000007,2023,2,M02,February,58.4,2023-02-01
Hawaii,LAUST150000000000007,2023,3,M03,March,58.8,2023-03-01
Hawaii,LAUST150000000000007,2023,4,M04,April,58.7,2023-04-01
Hawaii,LAUST150000000000007,2023,5,M05,May,58.3,2023-05-01
Hawaii,LAUST150000000000007,2023,6,M06,June,58.2,2023-06-01
Hawaii,LAUST150000000000007,2023,7,M07,July,58.5,2023-07-01
Hawaii,LAUST150000000000007,2023,8,M08,August,58.2,2023-08-01
Hawaii,LAUST150000000000007,2023,9,M09,September,57.9,2023-09-01
Hawaii,LAUST150000000000007,2023,10,M10,October,57.9,2023-10-01
Hawaii,LAUST150000000000007,2023,11,M11,November,58.4,2023-11-01
Hawaii,LAUST150000000000007,2023,12,M12,December,58.0,2023-12-01
Hawaii,LAUST150000000000007,2024,1,M01,January,58.0,2024-01-01
Hawaii,LAUST150000000000007,2024,2,M02,February,58.2,2024-02-01
Hawaii,LAUST150000000000007,2024,3,M03,March,58.4,2024-03-01
Hawaii,LAUST150000000000007,2024,4,M04,April,58.2,2024-04-01
Hawaii,LAUST150000000000007,2024,5,M05,May,58.0,2024-05-01
Hawaii,LAUST150000000000007,2024,6,M06,June,58.0,2024-06-01
Hawaii,LAUST150000000000007,2024,7,M07,July,58.4,2024-07-01
Hawaii,LAUST150000000000007,2024,8,M08,August,58.1,2024-08-01
Hawaii,LAUST150000000000007,2024,9,M09,September,57.9,2024-09-01
Hawaii,LAUST150000000000007,2024,10,M10,October,58.0,2024-10-01
Hawaii,LAUST150000000000007,2024,11,M11,November,58.2,2024-11-01
Hawaii,LAUST150000000000007,2024,12,M12,December,58.3,2024-12-01
Hawaii,LAUST150000000000007,2025,1,M01,January,58.8,2025-01-01
Hawaii,LAUST150000000000007,2025,2,M02,February,59.0,2025-02-01
Hawaii,LAUST150000000000007,2025,3,M03,March,59.4,2025-03-01
Hawaii,LAUST150000000000007,2025,4,M04,April,59.3,2025-04-01
Hawaii,LAUST150000000000007,2025,5,M05,May,58.4,2025-05-01
Hawaii,LAUST150000000000007,2025,6,M06,June,58.6,2025-06-01
Hawaii,LAUST150000000000007,2025,7,M07,July,58.9,2025-07-01
Hawaii,LAUST150000000000007,2025,8,M08,August,58.5,2025-08-01
Hawaii,LAUST150000000000007,2025,9,M09,September,59.0,2025-09-01
Hawaii,LAUST150000000000007,2025,10,M10,October,,2025-10-01
Hawaii,LAUST150000000000007,2025,11,M11,November,59.1,2025-11-01
Hawaii,LAUST150000000000007,2025,12,M12,December,59.2,2025-12-01
Idaho,LAUST160000000000007,2022,1,M01,January,60.9,2022-01-01
Idaho,LAUST160000000000007,2022,2,M02,February,61.2,2022-02-01
Idaho,LAUST160000000000007,2022,3,M03,March,61.6,2022-03-01
Idaho,LAUST160000000000007,2022,4,M04,April,61.5,2022-04-01
Idaho,LAUST160000000000007,2022,5,M05,May,62.0,2022-05-01
Idaho,LAUST160000000000007,2022,6,M06,June,62.2,2022-06-01
Idaho,LAUST160000000000007,2022,7,M07,July,62.1,2022-07-01
Idaho,LAUST160000000000007,2022,8,M08,August,61.9,2022-08-01
Idaho,LAUST160000000000007,2022,9,M09,September,61.8,2022-09-01
Idaho,LAUST160000000000007,2022,10,M10,October,61.7,2022-10-01
Idaho,LAUST160000000000007,2022,11,M11,November,61.3,2022-11-01
Idaho,LAUST160000000000007,2022,12,M12,December,61.2,2022-12-01
Idaho,LAUST160000000000007,2023,1,M01,January,60.8,2023-01-01
Idaho,LAUST160000000000007,2023,2,M02,February,61.0,2023-02-01
Idaho,LAUST160000000000007,2023,3,M03,March,61.3,2023-03-01
Idaho,LAUST160000000000007,2023,4,M04,April,61.4,2023-04-01
Idaho,LAUST160000000000007,2023,5,M05,May,61.8,2023-05-01
Idaho,LAUST160000000000007,2023,6,M06,June,62.2,2023-06-01
Idaho,LAUST160000000000007,2023,7,M07,July,62.1,2023-07-01
Idaho,LAUST160000000000007,2023,8,M08,August,61.9,2023-08-01
Idaho,LAUST160000000000007,2023,9,M09,September,61.9,2023-09-01
Idaho,LAUST160000000000007,2023,10,M10,October,61.9,2023-10-01
Idaho,LAUST160000000000007,2023,11,M11,November,61.8,2023-11-01
Idaho,LAUST160000000000007,2023,12,M12,December,61.2,2023-12-01
Idaho,LAUST160000000000007,2024,1,M01,January,60.8,2024-01-01
Idaho,LAUST160000000000007,2024,2,M02,February,61.0,2024-02-01
Idaho,LAUST160000000000007,2024,3,M03,March,61.3,2024-03-01
Idaho,LAUST160000000000007,2024,4,M04,April,61.5,2024-04-01
Idaho,LAUST160000000000007,2024,5,M05,May,61.8,2024-05-01
Idaho,LAUST160000000000007,2024,6,M06,June,62.1,2024-06-01
Idaho,LAUST160000000000007,2024,7,M07,July,62.3,2024-07-01
Idaho,LAUST160000000000007,2024,8,M08,August,61.9,2024-08-01
Idaho,LAUST160000000000007,2024,9,M09,September,62.0,2024-09-01
Idaho,LAUST160000000000007,2024,10,M10,October,61.9,2024-10-01
Idaho,LAUST160000000000007,2024,11,M11,November,61.4,2024-11-01
Idaho,LAUST160000000000007,2024,12,M12,December,61.3,2024-12-01
Idaho,LAUST160000000000007,2025,1,M01,January,61.2,2025-01-01
Idaho,LAUST160000000000007,2025,2,M02,February,60.9,2025-02-01
Idaho,LAUST160000000000007,2025,3,M03,March,60.8,2025-03-01
Idaho,LAUST160000000000007,2025,4,M04,April,61.3,2025-04-01
Idaho,LAUST160000000000007,2025,5,M05,May,61.1,2025-05-01
Idaho,LAUST160000000000007,2025,6,M06,June,61.4,2025-06-01
Idaho,LAUST160000000000007,2025,7,M07,July,61.3,2025-07-01
Idaho,LAUST160000000000007,2025,8,M08,August,60.9,2025-08-01
Idaho,LAUST160000000000007,2025,9,M09,September,61.2,2025-09-01
Idaho,LAUST160000000000007,2025,10,M10,October,,2025-10-01
Idaho,LAUST160000000000007,2025,11,M11,November,60.6,2025-11-01
Idaho,LAUST160000000000007,2025,12,M12,December,60.7,2025-12-01
Illinois,LAUST170000000000007,2022,1,M01,January,60.4,2022-01-01
Illinois,LAUST170000000000007,2022,2,M02,February,60.8,2022-02-01
Illinois,LAUST170000000000007,2022,3,M03,March,61.3,2022-03-01
Illinois,LAUST170000000000007,2022,4,M04,April,61.1,2022-04-01
Illinois,LAUST170000000000007,2022,5,M05,May,61.3,2022-05-01
Illinois,LAUST170000000000007,2022,6,M06,June,61.8,2022-06-01
Illinois,LAUST170000000000007,2022,7,M07,July,61.9,2022-07-01
Illinois,LAUST170000000000007,2022,8,M08,August,61.5,2022-08-01
Illinois,LAUST170000000000007,2022,9,M09,September,61.3,2022-09-01
Illinois,LAUST170000000000007,2022,10,M10,October,61.4,2022-10-01
Illinois,LAUST170000000000007,2022,11,M11,November,61.3,2022-11-01
Illinois,LAUST170000000000007,2022,12,M12,December,61.2,2022-12-01
Illinois,LAUST170000000000007,2023,1,M01,January,60.5,2023-01-01
Illinois,LAUST170000000000007,2023,2,M02,February,60.9,2023-02-01
Illinois,LAUST170000000000007,2023,3,M03,March,61.3,2023-03-01
Illinois,LAUST170000000000007,2023,4,M04,April,61.5,2023-04-01
Illinois,LAUST170000000000007,2023,5,M05,May,61.3,2023-05-01
Illinois,LAUST170000000000007,2023,6,M06,June,61.8,2023-06-01
Illinois,LAUST170000000000007,2023,7,M07,July,62.0,2023-07-01
Illinois,LAUST170000000000007,2023,8,M08,August,61.6,2023-08-01
Illinois,LAUST170000000000007,2023,9,M09,September,61.6,2023-09-01
Illinois,LAUST170000000000007,2023,10,M10,October,61.8,2023-10-01
Illinois,LAUST170000000000007,2023,11,M11,November,62.2,2023-11-01
Illinois,LAUST170000000000007,2023,12,M12,December,61.4,2023-12-01
Illinois,LAUST170000000000007,2024,1,M01,January,60.9,2024-01-01
Illinois,LAUST170000000000007,2024,2,M02,February,61.1,2024-02-01
Illinois,LAUST170000000000007,2024,3,M03,March,61.7,2024-03-01
Illinois,LAUST170000000000007,2024,4,M04,April,61.8,2024-04-01
Illinois,LAUST170000000000007,2024,5,M05,May,61.7,2024-05-01
Illinois,LAUST170000000000007,2024,6,M06,June,62.0,2024-06-01
Illinois,LAUST170000000000007,2024,7,M07,July,62.3,2024-07-01
Illinois,LAUST170000000000007,2024,8,M08,August,61.8,2024-08-01
Illinois,LAUST170000000000007,2024,9,M09,September,62.0,2024-09-01
Illinois,LAUST170000000000007,2024,10,M10,October,62.2,2024-10-01
Illinois,LAUST170000000000007,2024,11,M11,November,62.2,2024-11-01
Illinois,LAUST170000000000007,2024,12,M12,December,62.0,2024-12-01
Illinois,LAUST170000000000007,2025,1,M01,January,61.1,2025-01-01
Illinois,LAUST170000000000007,2025,2,M02,February,60.9,2025-02-01
Illinois,LAUST170000000000007,2025,3,M03,March,61.5,2025-03-01
Illinois,LAUST170000000000007,2025,4,M04,April,61.7,2025-04-01
Illinois,LAUST170000000000007,2025,5,M05,May,61.2,2025-05-01
Illinois,LAUST170000000000007,2025,6,M06,June,61.9,2025-06-01
Illinois,LAUST170000000000007,2025,7,M07,July,61.6,2025-07-01
Illinois,LAUST170000000000007,2025,8,M08,August,61.0,2025-08-01
Illinois,LAUST170000000000007,2025,9,M09,September,61.2,2025-09-01
Illinois,LAUST170000000000007,2025,10,M10,October,,2025-10-01
Illinois,LAUST170000000000007,2025,11,M11,November,60.8,2025-11-01
Illinois,LAUST170000000000007,2025,12,M12,December,60.4,2025-12-01
Indiana,LAUST180000000000007,2022,1,M01,January,60.5,2022-01-01
Indiana,LAUST180000000000007,2022,2,M02,February,60.7,2022-02-01
Indiana,LAUST180000000000007,2022,3,M03,March,61.1,2022-03-01
Indiana,LAUST180000000000007,2022,4,M04,April,61.4,2022-04-01
Indiana,LAUST180000000000007,2022,5,M05,May,61.5,2022-05-01
Indiana,LAUST180000000000007,2022,6,M06,June,61.7,2022-06-01
Indiana,LAUST180000000000007,2022,7,M07,July,61.9,2022-07-01
Indiana,LAUST180000000000007,2022,8,M08,August,61.5,2022-08-01
Indiana,LAUST180000000000007,2022,9,M09,September,61.3,2022-09-01
Indiana,LAUST180000000000007,2022,10,M10,October,61.3,2022-10-01
Indiana,LAUST180000000000007,2022,11,M11,November,61.1,2022-11-01
Indiana,LAUST180000000000007,2022,12,M12,December,61.0,2022-12-01
Indiana,LAUST180000000000007,2023,1,M01,January,60.5,2023-01-01
Indiana,LAUST180000000000007,2023,2,M02,February,60.7,2023-02-01
Indiana,LAUST180000000000007,2023,3,M03,March,61.1,2023-03-01
Indiana,LAUST180000000000007,2023,4,M04,April,61.5,2023-04-01
Indiana,LAUST180000000000007,2023,5,M05,May,61.3,2023-05-01
Indiana,LAUST180000000000007,2023,6,M06,June,61.7,2023-06-01
Indiana,LAUST180000000000007,2023,7,M07,July,61.6,2023-07-01
Indiana,LAUST180000000000007,2023,8,M08,August,61.2,2023-08-01
Indiana,LAUST180000000000007,2023,9,M09,September,61.0,2023-09-01
Indiana,LAUST180000000000007,2023,10,M10,October,61.1,2023-10-01
Indiana,LAUST180000000000007,2023,11,M11,November,61.2,2023-11-01
Indiana,LAUST180000000000007,2023,12,M12,December,60.6,2023-12-01
Indiana,LAUST180000000000007,2024,1,M01,January,60.1,2024-01-01
Indiana,LAUST180000000000007,2024,2,M02,February,60.0,2024-02-01
Indiana,LAUST180000000000007,2024,3,M03,March,60.4,2024-03-01
Indiana,LAUST180000000000007,2024,4,M04,April,61.0,2024-04-01
Indiana,LAUST180000000000007,2024,5,M05,May,61.0,2024-05-01
Indiana,LAUST180000000000007,2024,6,M06,June,61.3,2024-06-01
Indiana,LAUST180000000000007,2024,7,M07,July,61.3,2024-07-01
Indiana,LAUST180000000000007,2024,8,M08,August,61.2,2024-08-01
Indiana,LAUST180000000000007,2024,9,M09,September,61.3,2024-09-01
Indiana,LAUST180000000000007,2024,10,M10,October,61.2,2024-10-01
Indiana,LAUST180000000000007,2024,11,M11,November,60.9,2024-11-01
Indiana,LAUST180000000000007,2024,12,M12,December,60.8,2024-12-01
Indiana,LAUST180000000000007,2025,1,M01,January,60.8,2025-01-01
Indiana,LAUST180000000000007,2025,2,M02,February,60.7,2025-02-01
Indiana,LAUST180000000000007,2025,3,M03,March,61.1,2025-03-01
Indiana,LAUST180000000000007,2025,4,M04,April,61.7,2025-04-01
Indiana,LAUST180000000000007,2025,5,M05,May,61.7,2025-05-01
Indiana,LAUST180000000000007,2025,6,M06,June,62.2,2025-06-01
Indiana,LAUST180000000000007,2025,7,M07,July,61.5,2025-07-01
Indiana,LAUST180000000000007,2025,8,M08,August,61.3,2025-08-01
Indiana,LAUST180000000000007,2025,9,M09,September,61.5,2025-09-01
Indiana,LAUST180000000000007,2025,10,M10,October,,2025-10-01
Indiana,LAUST180000000000007,2025,11,M11,November,61.2,2025-11-01
Indiana,LAUST180000000000007,2025,12,M12,December,61.2,2025-12-01
Iowa,LAUST190000000000007,2022,1,M01,January,64.6,2022-01-01
Iowa,LAUST190000000000007,2022,2,M02,February,65.7,2022-02-01
Iowa,LAUST190000000000007,2022,3,M03,March,65.8,2022-03-01
Iowa,LAUST190000000000007,2022,4,M04,April,66.0,2022-04-01
Iowa,LAUST190000000000007,2022,5,M05,May,65.9,2022-05-01
Iowa,LAUST190000000000007,2022,6,M06,June,66.2,2022-06-01
Iowa,LAUST190000000000007,2022,7,M07,July,66.2,2022-07-01
Iowa,LAUST190000000000007,2022,8,M08,August,65.4,2022-08-01
Iowa,LAUST190000000000007,2022,9,M09,September,66.1,2022-09-01
Iowa,LAUST190000000000007,2022,10,M10,October,66.3,2022-10-01
Iowa,LAUST190000000000007,2022,11,M11,November,65.8,2022-11-01
Iowa,LAUST190000000000007,2022,12,M12,December,65.3,2022-12-01
Iowa,LAUST190000000000007,2023,1,M01,January,64.9,2023-01-01
Iowa,LAUST190000000000007,2023,2,M02,February,65.5,2023-02-01
Iowa,LAUST190000000000007,2023,3,M03,March,65.6,2023-03-01
Iowa,LAUST190000000000007,2023,4,M04,April,66.2,2023-04-01
Iowa,LAUST190000000000007,2023,5,M05,May,65.7,2023-05-01
Iowa,LAUST190000000000007,2023,6,M06,June,66.0,2023-06-01
Iowa,LAUST190000000000007,2023,7,M07,July,66.0,2023-07-01
Iowa,LAUST190000000000007,2023,8,M08,August,65.3,2023-08-01
Iowa,LAUST190000000000007,2023,9,M09,September,65.7,2023-09-01
Iowa,LAUST190000000000007,2023,10,M10,October,66.0,2023-10-01
Iowa,LAUST190000000000007,2023,11,M11,November,65.7,2023-11-01
Iowa,LAUST190000000000007,2023,12,M12,December,64.7,2023-12-01
Iowa,LAUST190000000000007,2024,1,M01,January,64.0,2024-01-01
Iowa,LAUST190000000000007,2024,2,M02,February,65.0,2024-02-01
Iowa,LAUST190000000000007,2024,3,M03,March,65.2,2024-03-01
Iowa,LAUST190000000000007,2024,4,M04,April,65.5,2024-04-01
Iowa,LAUST190000000000007,2024,5,M05,May,65.1,2024-05-01
Iowa,LAUST190000000000007,2024,6,M06,June,65.1,2024-06-01
Iowa,LAUST190000000000007,2024,7,M07,July,65.3,2024-07-01
Iowa,LAUST190000000000007,2024,8,M08,August,64.7,2024-08-01
Iowa,LAUST190000000000007,2024,9,M09,September,65.3,2024-09-01
Iowa,LAUST190000000000007,2024,10,M10,October,65.0,2024-10-01
Iowa,LAUST190000000000007,2024,11,M11,November,64.7,2024-11-01
Iowa,LAUST190000000000007,2024,12,M12,December,64.5,2024-12-01
Iowa,LAUST190000000000007,2025,1,M01,January,64.2,2025-01-01
Iowa,LAUST190000000000007,2025,2,M02,February,64.2,2025-02-01
Iowa,LAUST190000000000007,2025,3,M03,March,64.6,2025-03-01
Iowa,LAUST190000000000007,2025,4,M04,April,65.5,2025-04-01
Iowa,LAUST190000000000007,2025,5,M05,May,65.0,2025-05-01
Iowa,LAUST190000000000007,2025,6,M06,June,65.4,2025-06-01
Iowa,LAUST190000000000007,2025,7,M07,July,65.0,2025-07-01
Iowa,LAUST190000000000007,2025,8,M08,August,64.6,2025-08-01
Iowa,LAUST190000000000007,2025,9,M09,September,65.6,2025-09-01
Iowa,LAUST190000000000007,2025,10,M10,October,,2025-10-01
Iowa,LAUST190000000000007,2025,11,M11,November,65.8,2025-11-01
Iowa,LAUST190000000000007,2025,12,M12,December,65.3,2025-12-01
Kansas,LAUST200000000000007,2022,1,M01,January,64.4,2022-01-01
Kansas,LAUST200000000000007,2022,2,M02,February,64.8,2022-02-01
Kansas,LAUST200000000000007,2022,3,M03,March,64.9,2022-03-01
Kansas,LAUST200000000000007,2022,4,M04,April,64.9,2022-04-01
Kansas,LAUST200000000000007,2022,5,M05,May,64.9,2022-05-01
Kansas,LAUST200000000000007,2022,6,M06,June,65.2,2022-06-01
Kansas,LAUST200000000000007,2022,7,M07,July,65.1,2022-07-01
Kansas,LAUST200000000000007,2022,8,M08,August,64.3,2022-08-01
Kansas,LAUST200000000000007,2022,9,M09,September,64.9,2022-09-01
Kansas,LAUST200000000000007,2022,10,M10,October,65.0,2022-10-01
Kansas,LAUST200000000000007,2022,11,M11,November,64.9,2022-11-01
Kansas,LAUST200000000000007,2022,12,M12,December,65.1,2022-12-01
Kansas,LAUST200000000000007,2023,1,M01,January,64.6,2023-01-01
Kansas,LAUST200000000000007,2023,2,M02,February,64.9,2023-02-01
Kansas,LAUST200000000000007,2023,3,M03,March,65.1,2023-03-01
Kansas,LAUST200000000000007,2023,4,M04,April,65.1,2023-04-01
Kansas,LAUST200000000000007,2023,5,M05,May,64.9,2023-05-01
Kansas,LAUST200000000000007,2023,6,M06,June,65.3,2023-06-01
Kansas,LAUST200000000000007,2023,7,M07,July,65.4,2023-07-01
Kansas,LAUST200000000000007,2023,8,M08,August,64.5,2023-08-01
Kansas,LAUST200000000000007,2023,9,M09,September,65.0,2023-09-01
Kansas,LAUST200000000000007,2023,10,M10,October,64.9,2023-10-01
Kansas,LAUST200000000000007,2023,11,M11,November,65.2,2023-11-01
Kansas,LAUST200000000000007,2023,12,M12,December,64.7,2023-12-01
Kansas,LAUST200000000000007,2024,1,M01,January,64.3,2024-01-01
Kansas,LAUST200000000000007,2024,2,M02,February,64.4,2024-02-01
Kansas,LAUST200000000000007,2024,3,M03,March,64.6,2024-03-01
Kansas,LAUST200000000000007,2024,4,M04,April,64.8,2024-04-01
Kansas,LAUST200000000000007,2024,5,M05,May,64.5,2024-05-01
Kansas,LAUST200000000000007,2024,6,M06,June,65.0,2024-06-01
Kansas,LAUST200000000000007,2024,7,M07,July,65.1,2024-07-01
Kansas,LAUST200000000000007,2024,8,M08,August,64.3,2024-08-01
Kansas,LAUST200000000000007,2024,9,M09,September,65.0,2024-09-01
Kansas,LAUST200000000000007,2024,10,M10,October,65.0,2024-10-01
Kansas,LAUST200000000000007,2024,11,M11,November,64.8,2024-11-01
Kansas,LAUST200000000000007,2024,12,M12,December,64.9,2024-12-01
Kansas,LAUST200000000000007,2025,1,M01,January,64.4,2025-01-01
Kansas,LAUST200000000000007,2025,2,M02,February,64.5,2025-02-01
Kansas,LAUST200000000000007,2025,3,M03,March,64.2,2025-03-01
Kansas,LAUST200000000000007,2025,4,M04,April,64.5,2025-04-01
Kansas,LAUST200000000000007,2025,5,M05,May,64.0,2025-05-01
Kansas,LAUST200000000000007,2025,6,M06,June,65.0,2025-06-01
Kansas,LAUST200000000000007,2025,7,M07,July,64.6,2025-07-01
Kansas,LAUST200000000000007,2025,8,M08,August,64.3,2025-08-01
Kansas,LAUST200000000000007,2025,9,M09,September,65.3,2025-09-01
Kansas,LAUST200000000000007,2025,10,M10,October,,2025-10-01
Kansas,LAUST200000000000007,2025,11,M11,November,65.2,2025-11-01
Kansas,LAUST200000000000007,2025,12,M12,December,65.3,2025-12-01
Kentucky,LAUST210000000000007,2022,1,M01,January,55.0,2022-01-01
Kentucky,LAUST210000000000007,2022,2,M02,February,55.2,2022-02-01
Kentucky,LAUST210000000000007,2022,3,M03,March,55.7,2022-03-01
Kentucky,LAUST210000000000007,2022,4,M04,April,55.9,2022-04-01
Kentucky,LAUST210000000000007,2022,5,M05,May,55.8,2022-05-01
Kentucky,LAUST210000000000007,2022,6,M06,June,55.8,2022-06-01
Kentucky,LAUST210000000000007,2022,7,M07,July,55.4,2022-07-01
Kentucky,LAUST210000000000007,2022,8,M08,August,55.6,2022-08-01
Kentucky,LAUST210000000000007,2022,9,M09,September,55.4,2022-09-01
