state,year,month,period,period_name,date,job_openings_rate
Idaho,2022,11,M11,November,2022-11-01,7.1
Idaho,2022,12,M12,December,2022-12-01,7.9
Idaho,2023,1,M01,January,2023-01-01,7.3
Idaho,2023,2,M02,February,2023-02-01,6.0
Idaho,2023,3,M03,March,2023-03-01,6.4
Idaho,2023,4,M04,April,2023-04-01,7.3
Idaho,2023,5,M05,May,2023-05-01,5.8
Idaho,2023,6,M06,June,2023-06-01,5.9
Idaho,2023,7,M07,July,2023-07-01,5.7
Idaho,2023,8,M08,August,2023-08-01,6.1
Idaho,2023,9,M09,September,2023-09-01,6.0
Idaho,2023,10,M10,October,2023-10-01,6.5
Idaho,2023,11,M11,November,2023-11-01,5.4
Idaho,2023,12,M12,December,2023-12-01,4.8
Idaho,2024,1,M01,January,2024-01-01,5.1
Idaho,2024,2,M02,February,2024-02-01,5.4
Idaho,2024,3,M03,March,2024-03-01,5.3
Idaho,2024,4,M04,April,2024-04-01,5.2
Idaho,2024,5,M05,May,2024-05-01,4.9
Idaho,2024,6,M06,June,2024-06-01,4.5
Idaho,2024,7,M07,July,2024-07-01,4.7
Idaho,2024,8,M08,August,2024-08-01,4.5
Idaho,2024,9,M09,September,2024-09-01,4.2
Idaho,2024,10,M10,October,2024-10-01,6.5
Idaho,2024,11,M11,November,2024-11-01,4.7
Idaho,2024,12,M12,December,2024-12-01,4.5
Idaho,2025,1,M01,January,2025-01-01,5.0
Idaho,2025,2,M02,February,2025-02-01,4.7
Idaho,2025,3,M03,March,2025-03-01,4.6
Idaho,2025,4,M04,April,2025-04-01,5.3
Idaho,2025,5,M05,May,2025-05-01,4.4
Idaho,2025,6,M06,June,2025-06-01,4.4
Idaho,2025,7,M07,July,2025-07-01,4.7
Idaho,2025,8,M08,August,2025-08-01,4.4
Idaho,2025,9,M09,September,2025-09-01,4.9
Idaho,2025,10,M10,October,2025-10-01,5.4
Idaho,2025,11,M11,November,2025-11-01,4.2
Idaho,2025,12,M12,December,2025-12-01,5.0
Illinois,2022,1,M01,January,2022-01-01,7.5
Illinois,2022,2,M02,February,2022-02-01,7.4
Illinois,2022,3,M03,March,2022-03-01,7.2
Illinois,2022,4,M04,April,2022-04-01,7.4
Illinois,2022,5,M05,May,2022-05-01,6.6
Illinois,2022,6,M06,June,2022-06-01,6.8
Illinois,2022,7,M07,July,2022-07-01,6.9
Illinois,2022,8,M08,August,2022-08-01,6.3
Illinois,2022,9,M09,September,2022-09-01,6.7
Illinois,2022,10,M10,October,2022-10-01,5.5
Illinois,2022,11,M11,November,2022-11-01,6.3
Illinois,2022,12,M12,December,2022-12-01,6.8
Illinois,2023,1,M01,January,2023-01-01,6.8
Illinois,2023,2,M02,February,2023-02-01,6.1
Illinois,2023,3,M03,March,2023-03-01,5.8
Illinois,2023,4,M04,April,2023-04-01,6.0
Illinois,2023,5,M05,May,2023-05-01,6.2
Illinois,2023,6,M06,June,2023-06-01,5.7
Illinois,2023,7,M07,July,2023-07-01,5.4
Illinois,2023,8,M08,August,2023-08-01,6.4
Illinois,2023,9,M09,September,2023-09-01,6.1
Illinois,2023,10,M10,October,2023-10-01,4.9
Illinois,2023,11,M11,November,2023-11-01,6.1
Illinois,2023,12,M12,December,2023-12-01,5.7
Illinois,2024,1,M01,January,2024-01-01,5.4
Illinois,2024,2,M02,February,2024-02-01,5.9
Illinois,2024,3,M03,March,2024-03-01,6.0
Illinois,2024,4,M04,April,2024-04-01,4.8
Illinois,2024,5,M05,May,2024-05-01,5.3
Illinois,2024,6,M06,June,2024-06-01,4.9
Illinois,2024,7,M07,July,2024-07-01,4.9
Illinois,2024,8,M08,August,2024-08-01,4.6
Illinois,2024,9,M09,September,2024-09-01,4.3
Illinois,2024,10,M10,October,2024-10-01,4.3
Illinois,2024,11,M11,November,2024-11-01,4.3
Illinois,2024,12,M12,December,2024-12-01,4.5
Illinois,2025,1,M01,January,2025-01-01,4.4
Illinois,2025,2,M02,February,2025-02-01,4.5
Illinois,2025,3,M03,March,2025-03-01,4.6
Illinois,2025,4,M04,April,2025-04-01,4.3
Illinois,2025,5,M05,May,2025-05-01,4.6
Illinois,2025,6,M06,June,2025-06-01,4.4
Illinois,2025,7,M07,July,2025-07-01,4.3
Illinois,2025,8,M08,August,2025-08-01,4.9
Illinois,2025,9,M09,September,2025-09-01,4.9
Illinois,2025,10,M10,October,2025-10-01,4.4
Illinois,2025,11,M11,November,2025-11-01,3.6
Illinois,2025,12,M12,December,2025-12-01,3.4
Indiana,2022,1,M01,January,2022-01-01,6.8
Indiana,2022,2,M02,February,2022-02-01,7.1
Indiana,2022,3,M03,March,2022-03-01,7.2
Indiana,2022,4,M04,April,2022-04-01,6.7
Indiana,2022,5,M05,May,2022-05-01,6.2
Indiana,2022,6,M06,June,2022-06-01,6.2
Indiana,2022,7,M07,July,2022-07-01,7.2
Indiana,2022,8,M08,August,2022-08-01,5.6
Indiana,2022,9,M09,September,2022-09-01,6.0
Indiana,2022,10,M10,October,2022-10-01,5.9
Indiana,2022,11,M11,November,2022-11-01,6.1
Indiana,2022,12,M12,December,2022-12-01,5.9
Indiana,2023,1,M01,January,2023-01-01,5.7
Indiana,2023,2,M02,February,2023-02-01,5.2
Indiana,2023,3,M03,March,2023-03-01,4.9
Indiana,2023,4,M04,April,2023-04-01,5.2
Indiana,2023,5,M05,May,2023-05-01,5.2
Indiana,2023,6,M06,June,2023-06-01,4.9
Indiana,2023,7,M07,July,2023-07-01,4.7
Indiana,2023,8,M08,August,2023-08-01,5.0
Indiana,2023,9,M09,September,2023-09-01,4.7
Indiana,2023,10,M10,October,2023-10-01,4.5
Indiana,2023,11,M11,November,2023-11-01,4.4
Indiana,2023,12,M12,December,2023-12-01,4.5
Indiana,2024,1,M01,January,2024-01-01,4.6
Indiana,2024,2,M02,February,2024-02-01,5.2
Indiana,2024,3,M03,March,2024-03-01,4.4
Indiana,2024,4,M04,April,2024-04-01,4.1
Indiana,2024,5,M05,May,2024-05-01,5.1
Indiana,2024,6,M06,June,2024-06-01,4.2
Indiana,2024,7,M07,July,2024-07-01,4.1
Indiana,2024,8,M08,August,2024-08-01,4.3
Indiana,2024,9,M09,September,2024-09-01,3.9
Indiana,2024,10,M10,October,2024-10-01,4.3
Indiana,2024,11,M11,November,2024-11-01,5.0
Indiana,2024,12,M12,December,2024-12-01,4.6
Indiana,2025,1,M01,January,2025-01-01,4.3
Indiana,2025,2,M02,February,2025-02-01,4.5
Indiana,2025,3,M03,March,2025-03-01,4.4
Indiana,2025,4,M04,April,2025-04-01,4.1
Indiana,2025,5,M05,May,2025-05-01,4.1
Indiana,2025,6,M06,June,2025-06-01,4.2
Indiana,2025,7,M07,July,2025-07-01,4.0
Indiana,2025,8,M08,August,2025-08-01,4.3
Indiana,2025,9,M09,September,2025-09-01,4.3
Indiana,2025,10,M10,October,2025-10-01,4.3
Indiana,2025,11,M11,November,2025-11-01,4.3
Indiana,2025,12,M12,December,2025-12-01,3.7
Iowa,2022,1,M01,January,2022-01-01,6.7
Iowa,2022,2,M02,February,2022-02-01,7.2
Iowa,2022,3,M03,March,2022-03-01,7.1
Iowa,2022,4,M04,April,2022-04-01,6.9
Iowa,2022,5,M05,May,2022-05-01,6.7
Iowa,2022,6,M06,June,2022-06-01,7.0
Iowa,2022,7,M07,July,2022-07-01,6.4
Iowa,2022,8,M08,August,2022-08-01,6.1
Iowa,2022,9,M09,September,2022-09-01,7.1
Iowa,2022,10,M10,October,2022-10-01,6.9
Iowa,2022,11,M11,November,2022-11-01,6.5
Iowa,2022,12,M12,December,2022-12-01,6.7
Iowa,2023,1,M01,January,2023-01-01,6.0
Iowa,2023,2,M02,February,2023-02-01,5.5
Iowa,2023,3,M03,March,2023-03-01,5.4
Iowa,2023,4,M04,April,2023-04-01,5.7
Iowa,2023,5,M05,May,2023-05-01,5.8
Iowa,2023,6,M06,June,2023-06-01,5.1
Iowa,2023,7,M07,July,2023-07-01,4.8
Iowa,2023,8,M08,August,2023-08-01,5.2
Iowa,2023,9,M09,September,2023-09-01,4.8
Iowa,2023,10,M10,October,2023-10-01,4.6
Iowa,2023,11,M11,November,2023-11-01,5.0
Iowa,2023,12,M12,December,2023-12-01,4.8
Iowa,2024,1,M01,January,2024-01-01,4.8
Iowa,2024,2,M02,February,2024-02-01,5.0
Iowa,2024,3,M03,March,2024-03-01,4.3
Iowa,2024,4,M04,April,2024-04-01,3.8
Iowa,2024,5,M05,May,2024-05-01,4.1
Iowa,2024,6,M06,June,2024-06-01,4.1
Iowa,2024,7,M07,July,2024-07-01,4.4
Iowa,2024,8,M08,August,2024-08-01,4.5
Iowa,2024,9,M09,September,2024-09-01,4.0
Iowa,2024,10,M10,October,2024-10-01,4.3
Iowa,2024,11,M11,November,2024-11-01,4.0
Iowa,2024,12,M12,December,2024-12-01,4.2
Iowa,2025,1,M01,January,2025-01-01,4.5
Iowa,2025,2,M02,February,2025-02-01,4.5
Iowa,2025,3,M03,March,2025-03-01,4.3
Iowa,2025,4,M04,April,2025-04-01,4.0
Iowa,2025,5,M05,May,2025-05-01,4.2
Iowa,2025,6,M06,June,2025-06-01,4.3
Iowa,2025,7,M07,July,2025-07-01,4.4
Iowa,2025,8,M08,August,2025-08-01,4.4
Iowa,2025,9,M09,September,2025-09-01,4.3
Iowa,2025,10,M10,October,2025-10-01,4.1
Iowa,2025,11,M11,November,2025-11-01,3.9
Iowa,2025,12,M12,December,2025-12-01,3.9
Kansas,2022,1,M01,January,2022-01-01,6.3
Kansas,2022,2,M02,February,2022-02-01,7.0
Kansas,2022,3,M03,March,2022-03-01,6.4
Kansas,2022,4,M04,April,2022-04-01,7.2
Kansas,2022,5,M05,May,2022-05-01,6.8
Kansas,2022,6,M06,June,2022-06-01,6.9
Kansas,2022,7,M07,July,2022-07-01,7.6
Kansas,2022,8,M08,August,2022-08-01,6.3
Kansas,2022,9,M09,September,2022-09-01,6.7
Kansas,2022,10,M10,October,2022-10-01,5.8
Kansas,2022,11,M11,November,2022-11-01,5.9
Kansas,2022,12,M12,December,2022-12-01,6.8
Kansas,2023,1,M01,January,2023-01-01,5.6
Kansas,2023,2,M02,February,2023-02-01,5.6
Kansas,2023,3,M03,March,2023-03-01,5.6
Kansas,2023,4,M04,April,2023-04-01,5.6
Kansas,2023,5,M05,May,2023-05-01,5.6
Kansas,2023,6,M06,June,2023-06-01,5.5
Kansas,2023,7,M07,July,2023-07-01,4.8
Kansas,2023,8,M08,August,2023-08-01,5.3
Kansas,2023,9,M09,September,2023-09-01,5.2
Kansas,2023,10,M10,October,2023-10-01,4.5
Kansas,2023,11,M11,November,2023-11-01,5.2
Kansas,2023,12,M12,December,2023-12-01,5.0
Kansas,2024,1,M01,January,2024-01-01,5.2
Kansas,2024,2,M02,February,2024-02-01,5.0
Kansas,2024,3,M03,March,2024-03-01,4.8
Kansas,2024,4,M04,April,2024-04-01,4.5
Kansas,2024,5,M05,May,2024-05-01,4.6
Kansas,2024,6,M06,June,2024-06-01,4.5
Kansas,2024,7,M07,July,2024-07-01,4.3
Kansas,2024,8,M08,August,2024-08-01,4.8
Kansas,2024,9,M09,September,2024-09-01,4.4
Kansas,2024,10,M10,October,2024-10-01,4.8
Kansas,2024,11,M11,November,2024-11-01,4.7
Kansas,2024,12,M12,December,2024-12-01,4.8
Kansas,2025,1,M01,January,2025-01-01,4.9
Kansas,2025,2,M02,February,2025-02-01,4.7
Kansas,2025,3,M03,March,2025-03-01,5.0
Kansas,2025,4,M04,April,2025-04-01,4.8
Kansas,2025,5,M05,May,2025-05-01,4.8
Kansas,2025,6,M06,June,2025-06-01,4.5
Kansas,2025,7,M07,July,2025-07-01,4.5
Kansas,2025,8,M08,August,2025-08-01,4.4
Kansas,2025,9,M09,September,2025-09-01,4.5
Kansas,2025,10,M10,October,2025-10-01,4.5
Kansas,2025,11,M11,November,2025-11-01,4.3
Kansas,2025,12,M12,December,2025-12-01,4.5
Kentucky,2022,1,M01,January,2022-01-01,7.0
Kentucky,2022,2,M02,February,2022-02-01,7.9
Kentucky,2022,3,M03,March,2022-03-01,9.9
Kentucky,2022,4,M04,April,2022-04-01,7.8
Kentucky,2022,5,M05,May,2022-05-01,7.7
Kentucky,2022,6,M06,June,2022-06-01,7.7
Kentucky,2022,7,M07,July,2022-07-01,7.3
Kentucky,2022,8,M08,August,2022-08-01,7.3
Kentucky,2022,9,M09,September,2022-09-01,7.3
Kentucky,2022,10,M10,October,2022-10-01,6.2
Kentucky,2022,11,M11,November,2022-11-01,7.5
Kentucky,2022,12,M12,December,2022-12-01,7.0
Kentucky,2023,1,M01,January,2023-01-01,7.3
Kentucky,2023,2,M02,February,2023-02-01,6.3
Kentucky,2023,3,M03,March,2023-03-01,6.2
Kentucky,2023,4,M04,April,2023-04-01,6.4
Kentucky,2023,5,M05,May,2023-05-01,6.2
Kentucky,2023,6,M06,June,2023-06-01,5.6
Kentucky,2023,7,M07,July,2023-07-01,4.9
Kentucky,2023,8,M08,August,2023-08-01,5.5
Kentucky,2023,9,M09,September,2023-09-01,5.6
Kentucky,2023,10,M10,October,2023-10-01,5.2
Kentucky,2023,11,M11,November,2023-11-01,5.2
Kentucky,2023,12,M12,December,2023-12-01,5.3
Kentucky,2024,1,M01,January,2024-01-01,4.8
Kentucky,2024,2,M02,February,2024-02-01,5.1
Kentucky,2024,3,M03,March,2024-03-01,5.3
Kentucky,2024,4,M04,April,2024-04-01,5.8
Kentucky,2024,5,M05,May,2024-05-01,6.0
Kentucky,2024,6,M06,June,2024-06-01,5.6
Kentucky,2024,7,M07,July,2024-07-01,6.0
Kentucky,2024,8,M08,August,2024-08-01,6.3
Kentucky,2024,9,M09,September,2024-09-01,5.3
Kentucky,2024,10,M10,October,2024-10-01,6.2
Kentucky,2024,11,M11,November,2024-11-01,7.0
Kentucky,2024,12,M12,December,2024-12-01,5.9
Kentucky,2025,1,M01,January,2025-01-01,6.1
Kentucky,2025,2,M02,February,2025-02-01,4.7
Kentucky,2025,3,M03,March,2025-03-01,4.6
Kentucky,2025,4,M04,April,2025-04-01,4.8
Kentucky,2025,5,M05,May,2025-05-01,5.4
Kentucky,2025,6,M06,June,2025-06-01,4.6
Kentucky,2025,7,M07,July,2025-07-01,4.8
Kentucky,2025,8,M08,August,2025-08-01,4.5
Kentucky,2025,9,M09,September,2025-09-01,4.8
Kentucky,2025,10,M10,October,2025-10-01,4.9
Kentucky,2025,11,M11,November,2025-11-01,4.4
Kentucky,2025,12,M12,December,2025-12-01,4.1
Louisiana,2022,1,M01,January,2022-01-01,7.2
Louisiana,2022,2,M02,February,2022-02-01,7.3
Louisiana,2022,3,M03,March,2022-03-01,7.6
Louisiana,2022,4,M04,April,2022-04-01,7.7
Louisiana,2022,5,M05,May,2022-05-01,7.7
Louisiana,2022,6,M06,June,2022-06-01,7.4
Louisiana,2022,7,M07,July,2022-07-01,7.2
Louisiana,2022,8,M08,August,2022-08-01,6.5
Louisiana,2022,9,M09,September,2022-09-01,7.0
Louisiana,2022,10,M10,October,2022-10-01,7.5
Louisiana,2022,11,M11,November,2022-11-01,7.9
Louisiana,2022,12,M12,December,2022-12-01,7.8
Louisiana,2023,1,M01,January,2023-01-01,7.6
Louisiana,2023,2,M02,February,2023-02-01,7.1
Louisiana,2023,3,M03,March,2023-03-01,6.9
Louisiana,2023,4,M04,April,2023-04-01,6.9
Louisiana,2023,5,M05,May,2023-05-01,6.8
Louisiana,2023,6,M06,June,2023-06-01,6.7
Louisiana,2023,7,M07,July,2023-07-01,6.0
Louisiana,2023,8,M08,August,2023-08-01,6.7
Louisiana,2023,9,M09,September,2023-09-01,6.8
Louisiana,2023,10,M10,October,2023-10-01,6.1
Louisiana,2023,11,M11,November,2023-11-01,5.5
Louisiana,2023,12,M12,December,2023-12-01,6.2
Louisiana,2024,1,M01,January,2024-01-01,5.9
Louisiana,2024,2,M02,February,2024-02-01,5.9
Louisiana,2024,3,M03,March,2024-03-01,5.5
Louisiana,2024,4,M04,April,2024-04-01,5.4
Louisiana,2024,5,M05,May,2024-05-01,5.5
Louisiana,2024,6,M06,June,2024-06-01,4.6
Louisiana,2024,7,M07,July,2024-07-01,5.4
Louisiana,2024,8,M08,August,2024-08-01,5.0
Louisiana,2024,9,M09,September,2024-09-01,4.3
Louisiana,2024,10,M10,October,2024-10-01,5.4
Louisiana,2024,11,M11,November,2024-11-01,5.9
Louisiana,2024,12,M12,December,2024-12-01,4.6
Louisiana,2025,1,M01,January,2025-01-01,5.2
Louisiana,2025,2,M02,February,2025-02-01,4.9
Louisiana,2025,3,M03,March,2025-03-01,4.4
Louisiana,2025,4,M04,April,2025-04-01,5.2
Louisiana,2025,5,M05,May,2025-05-01,5.3
Louisiana,2025,6,M06,June,2025-06-01,4.8
Louisiana,2025,7,M07,July,2025-07-01,5.0
Louisiana,2025,8,M08,August,2025-08-01,4.7
Louisiana,2025,9,M09,September,2025-09-01,5.0
Louisiana,2025,10,M10,October,2025-10-01,5.7
Louisiana,2025,11,M11,November,2025-11-01,4.8
Louisiana,2025,12,M12,December,2025-12-01,4.5
Maine,2022,1,M01,January,2022-01-01,6.8
Maine,2022,2,M02,February,2022-02-01,7.2
Maine,2022,3,M03,March,2022-03-01,7.2
Maine,2022,4,M04,April,2022-04-01,7.1
Maine,2022,5,M05,May,2022-05-01,7.0
Maine,2022,6,M06,June,2022-06-01,7.4
Maine,2022,7,M07,July,2022-07-01,7.0
Maine,2022,8,M08,August,2022-08-01,6.2
Maine,2022,9,M09,September,2022-09-01,6.7
Maine,2022,10,M10,October,2022-10-01,6.4
Maine,2022,11,M11,November,2022-11-01,6.4
Maine,2022,12,M12,December,2022-12-01,6.4
Maine,2023,1,M01,January,2023-01-01,6.0
Maine,2023,2,M02,February,2023-02-01,6.9
Maine,2023,3,M03,March,2023-03-01,6.5
Maine,2023,4,M04,April,2023-04-01,7.3
Maine,2023,5,M05,May,2023-05-01,5.7
Maine,2023,6,M06,June,2023-06-01,5.4
Maine,2023,7,M07,July,2023-07-01,5.9
Maine,2023,8,M08,August,2023-08-01,5.9
Maine,2023,9,M09,September,2023-09-01,6.2
Maine,2023,10,M10,October,2023-10-01,7.2
Maine,2023,11,M11,November,2023-11-01,5.9
Maine,2023,12,M12,December,2023-12-01,5.9
Maine,2024,1,M01,January,2024-01-01,6.4
Maine,2024,2,M02,February,2024-02-01,5.2
Maine,2024,3,M03,March,2024-03-01,5.1
Maine,2024,4,M04,April,2024-04-01,5.1
Maine,2024,5,M05,May,2024-05-01,6.0
Maine,2024,6,M06,June,2024-06-01,5.1
Maine,2024,7,M07,July,2024-07-01,4.5
Maine,2024,8,M08,August,2024-08-01,4.9
Maine,2024,9,M09,September,2024-09-01,4.6
Maine,2024,10,M10,October,2024-10-01,4.8
Maine,2024,11,M11,November,2024-11-01,4.6
Maine,2024,12,M12,December,2024-12-01,3.9
Maine,2025,1,M01,January,2025-01-01,5.3
Maine,2025,2,M02,February,2025-02-01,4.9
Maine,2025,3,M03,March,2025-03-01,4.2
Maine,2025,4,M04,April,2025-04-01,5.2
Maine,2025,5,M05,May,2025-05-01,5.6
Maine,2025,6,M06,June,2025-06-01,5.6
Maine,2025,7,M07,July,2025-07-01,4.8
Maine,2025,8,M08,August,2025-08-01,4.6
Maine,2025,9,M09,September,2025-09-01,4.8
Maine,2025,10,M10,October,2025-10-01,5.0
Maine,2025,11,M11,November,2025-11-01,5.1
Maine,2025,12,M12,December,2025-12-01,4.1
Maryland,2022,1,M01,January,2022-01-01,7.3
Maryland,2022,2,M02,February,2022-02-01,7.5
Maryland,2022,3,M03,March,2022-03-01,8.6
Maryland,2022,4,M04,April,2022-04-01,7.7
Maryland,2022,5,M05,May,2022-05-01,7.3
Maryland,2022,6,M06,June,2022-06-01,7.2
Maryland,2022,7,M07,July,2022-07-01,7.0
Maryland,2022,8,M08,August,2022-08-01,6.4
Maryland,2022,9,M09,September,2022-09-01,7.0
Maryland,2022,10,M10,October,2022-10-01,6.6
Maryland,2022,11,M11,November,2022-11-01,7.0
Maryland,2022,12,M12,December,2022-12-01,7.4
Maryland,2023,1,M01,January,2023-01-01,7.9
Maryland,2023,2,M02,February,2023-02-01,6.7
Maryland,2023,3,M03,March,2023-03-01,6.8
Maryland,2023,4,M04,April,2023-04-01,6.5
Maryland,2023,5,M05,May,2023-05-01,6.5
Maryland,2023,6,M06,June,2023-06-01,6.3
Maryland,2023,7,M07,July,2023-07-01,5.7
Maryland,2023,8,M08,August,2023-08-01,6.0
Maryland,2023,9,M09,September,2023-09-01,6.0
Maryland,2023,10,M10,October,2023-10-01,5.8
Maryland,2023,11,M11,November,2023-11-01,6.1
Maryland,2023,12,M12,December,2023-12-01,5.8
Maryland,2024,1,M01,January,2024-01-01,5.6
Maryland,2024,2,M02,February,2024-02-01,5.7
Maryland,2024,3,M03,March,2024-03-01,5.3
Maryland,2024,4,M04,April,2024-04-01,5.5
Maryland,2024,5,M05,May,2024-05-01,4.6
Maryland,2024,6,M06,June,2024-06-01,4.9
Maryland,2024,7,M07,July,2024-07-01,5.4
Maryland,2024,8,M08,August,2024-08-01,5.4
Maryland,2024,9,M09,September,2024-09-01,4.3
Maryland,2024,10,M10,October,2024-10-01,5.9
Maryland,2024,11,M11,November,2024-11-01,4.9
Maryland,2024,12,M12,December,2024-12-01,4.6
Maryland,2025,1,M01,January,2025-01-01,4.5
Maryland,2025,2,M02,February,2025-02-01,3.9
Maryland,2025,3,M03,March,2025-03-01,4.3
Maryland,2025,4,M04,April,2025-04-01,4.6
Maryland,2025,5,M05,May,2025-05-01,4.7
Maryland,2025,6,M06,June,2025-06-01,4.6
Maryland,2025,7,M07,July,2025-07-01,4.7
Maryland,2025,8,M08,August,2025-08-01,4.2
Maryland,2025,9,M09,September,2025-09-01,4.8
Maryland,2025,10,M10,October,2025-10-01,5.0
Maryland,2025,11,M11,November,2025-11-01,4.2
Maryland,2025,12,M12,December,2025-12-01,4.3
Massachusetts,2022,1,M01,January,2022-01-01,7.1
Massachusetts,2022,2,M02,February,2022-02-01,8.1
Massachusetts,2022,3,M03,March,2022-03-01,7.5
Massachusetts,2022,4,M04,April,2022-04-01,7.6
Massachusetts,2022,5,M05,May,2022-05-01,8.4
Massachusetts,2022,6,M06,June,2022-06-01,7.7
Massachusetts,2022,7,M07,July,2022-07-01,7.2
Massachusetts,2022,8,M08,August,2022-08-01,6.4
Massachusetts,2022,9,M09,September,2022-09-01,7.0
Massachusetts,2022,10,M10,October,2022-10-01,6.5
Massachusetts,2022,11,M11,November,2022-11-01,6.1
Massachusetts,2022,12,M12,December,2022-12-01,6.6
Massachusetts,2023,1,M01,January,2023-01-01,6.4
Massachusetts,2023,2,M02,February,2023-02-01,6.6
Massachusetts,2023,3,M03,March,2023-03-01,6.7
Massachusetts,2023,4,M04,April,2023-04-01,7.5
Massachusetts,2023,5,M05,May,2023-05-01,6.1
Massachusetts,2023,6,M06,June,2023-06-01,6.6
Massachusetts,2023,7,M07,July,2023-07-01,5.9
Massachusetts,2023,8,M08,August,2023-08-01,6.2
Massachusetts,2023,9,M09,September,2023-09-01,6.1
Massachusetts,2023,10,M10,October,2023-10-01,5.6
Massachusetts,2023,11,M11,November,2023-11-01,5.4
Massachusetts,2023,12,M12,December,2023-12-01,5.8
Massachusetts,2024,1,M01,January,2024-01-01,5.6
Massachusetts,2024,2,M02,February,2024-02-01,5.5
Massachusetts,2024,3,M03,March,2024-03-01,5.3
Massachusetts,2024,4,M04,April,2024-04-01,5.1
Massachusetts,2024,5,M05,May,2024-05-01,5.3
Massachusetts,2024,6,M06,June,2024-06-01,5.1
Massachusetts,2024,7,M07,July,2024-07-01,4.7
Massachusetts,2024,8,M08,August,2024-08-01,4.7
Massachusetts,2024,9,M09,September,2024-09-01,4.4
Massachusetts,2024,10,M10,October,2024-10-01,4.6
Massachusetts,2024,11,M11,November,2024-11-01,4.8
Massachusetts,2024,12,M12,December,2024-12-01,5.0
Massachusetts,2025,1,M01,January,2025-01-01,5.3
Massachusetts,2025,2,M02,February,2025-02-01,5.3
Massachusetts,2025,3,M03,March,2025-03-01,4.1
Massachusetts,2025,4,M04,April,2025-04-01,4.7
Massachusetts,2025,5,M05,May,2025-05-01,4.9
Massachusetts,2025,6,M06,June,2025-06-01,4.8
Massachusetts,2025,7,M07,July,2025-07-01,4.3
Massachusetts,2025,8,M08,August,2025-08-01,4.0
Massachusetts,2025,9,M09,September,2025-09-01,3.6
Massachusetts,2025,10,M10,October,2025-10-01,4.3
Massachusetts,2025,11,M11,November,2025-11-01,3.7
Massachusetts,2025,12,M12,December,2025-12-01,3.3
Michigan,2022,1,M01,January,2022-01-01,7.4
Michigan,2022,2,M02,February,2022-02-01,7.6
Michigan,2022,3,M03,March,2022-03-01,7.7
Michigan,2022,4,M04,April,2022-04-01,7.8
Michigan,2022,5,M05,May,2022-05-01,7.5
Michigan,2022,6,M06,June,2022-06-01,6.6
Michigan,2022,7,M07,July,2022-07-01,7.0
Michigan,2022,8,M08,August,2022-08-01,5.6
Michigan,2022,9,M09,September,2022-09-01,6.8
Michigan,2022,10,M10,October,2022-10-01,5.9
Michigan,2022,11,M11,November,2022-11-01,6.0
Michigan,2022,12,M12,December,2022-12-01,6.6
Michigan,2023,1,M01,January,2023-01-01,5.9
Michigan,2023,2,M02,February,2023-02-01,5.5
Michigan,2023,3,M03,March,2023-03-01,5.4
Michigan,2023,4,M04,April,2023-04-01,6.2
Michigan,2023,5,M05,May,2023-05-01,5.3
Michigan,2023,6,M06,June,2023-06-01,5.2
Michigan,2023,7,M07,July,2023-07-01,4.6
Michigan,2023,8,M08,August,2023-08-01,5.0
Michigan,2023,9,M09,September,2023-09-01,5.3
Michigan,2023,10,M10,October,2023-10-01,5.1
Michigan,2023,11,M11,November,2023-11-01,5.5
Michigan,2023,12,M12,December,2023-12-01,5.7
Michigan,2024,1,M01,January,2024-01-01,5.3
Michigan,2024,2,M02,February,2024-02-01,5.1
Michigan,2024,3,M03,March,2024-03-01,5.1
Michigan,2024,4,M04,April,2024-04-01,4.4
Michigan,2024,5,M05,May,2024-05-01,4.6
Michigan,2024,6,M06,June,2024-06-01,4.4
Michigan,2024,7,M07,July,2024-07-01,4.3
Michigan,2024,8,M08,August,2024-08-01,4.5
Michigan,2024,9,M09,September,2024-09-01,4.7
Michigan,2024,10,M10,October,2024-10-01,4.5
Michigan,2024,11,M11,November,2024-11-01,4.6
Michigan,2024,12,M12,December,2024-12-01,4.2
Michigan,2025,1,M01,January,2025-01-01,4.3
Michigan,2025,2,M02,February,2025-02-01,4.4
Michigan,2025,3,M03,March,2025-03-01,4.6
Michigan,2025,4,M04,April,2025-04-01,4.8
Michigan,2025,5,M05,May,2025-05-01,4.8
Michigan,2025,6,M06,June,2025-06-01,5.1
Michigan,2025,7,M07,July,2025-07-01,5.3
Michigan,2025,8,M08,August,2025-08-01,5.3
Michigan,2025,9,M09,September,2025-09-01,4.9
Michigan,2025,10,M10,October,2025-10-01,5.1
Michigan,2025,11,M11,November,2025-11-01,4.5
Michigan,2025,12,M12,December,2025-12-01,4.3
Minnesota,2022,1,M01,January,2022-01-01,7.2
Minnesota,2022,2,M02,February,2022-02-01,7.3
Minnesota,2022,3,M03,March,2022-03-01,7.6
Minnesota,2022,4,M04,April,2022-04-01,8.1
Minnesota,2022,5,M05,May,2022-05-01,7.2
Minnesota,2022,6,M06,June,2022-06-01,6.7
Minnesota,2022,7,M07,July,2022-07-01,7.4
Minnesota,2022,8,M08,August,2022-08-01,6.6
Minnesota,2022,9,M09,September,2022-09-01,6.8
Minnesota,2022,10,M10,October,2022-10-01,6.2
Minnesota,2022,11,M11,November,2022-11-01,6.1
Minnesota,2022,12,M12,December,2022-12-01,6.9
Minnesota,2023,1,M01,January,2023-01-01,6.2
